Mod:Item:MetaData, Localized Name
biomesoplenty:terrarium:2, 仙人球培养罐
biomesoplenty:terrarium:3, 亚麻培养罐
biomesoplenty:terrarium:4, 粉水仙培养罐
biomesoplenty:terrarium:5, 银蕨培养罐
biomesoplenty:terrarium:6, 竹子培养罐
biomesoplenty:terrarium:7, 海燕麦培养罐
biomesoplenty:terrarium:8, 夜光菇培养罐
biomesoplenty:terrarium:9, 死亡培养罐
biomesoplenty:terrarium:10, 夜光花培养罐
biomesoplenty:terrarium:11, 死亡花培养罐
biomesoplenty:terrarium:12, 荒芜培养罐
biomesoplenty:terrarium:13, 原始培养罐
biomesoplenty:terrarium:14, 地狱培养罐
biomesoplenty:terrarium:15, 末地培养罐
biomesoplenty:jar_filled:0, 蜂蜜罐
biomesoplenty:jar_filled:1, 蓝火罐
biomesoplenty:jar_empty, 空罐
biomesoplenty:boat_sacred_oak, 神圣橡木船
biomesoplenty:boat_cherry, 樱花木船
biomesoplenty:boat_umbran, 暗影木船
biomesoplenty:boat_fir, 杉木船
biomesoplenty:boat_ethereal, 天域木船
biomesoplenty:boat_magic, 魔法木船
biomesoplenty:boat_mangrove, 妹子红木船
biomesoplenty:boat_palm, 棕榈木船
biomesoplenty:boat_redwood, 红木船
biomesoplenty:boat_willow, 柳木船
biomesoplenty:boat_pine, 松木船
biomesoplenty:boat_hellbark, 地狱皮木船
biomesoplenty:boat_jacaranda, 蓝花楹木船
biomesoplenty:boat_mahogany, 桃花心木船
biomesoplenty:boat_ebony, 檀木船
biomesoplenty:boat_eucalyptus, 桉木船
biomesoplenty:biome_finder, 生物群系雷达
biomesoplenty:record_wanderer, 音乐唱片
biomesoplenty:mudball, 泥巴球
biomesoplenty:mud_brick, 泥砖
biomesoplenty:ash, 灰烬
biomesoplenty:fleshchunk, 肉块
biomesoplenty:gem:0, 紫水晶
biomesoplenty:gem:1, 红宝石
biomesoplenty:gem:2, 橄榄石
biomesoplenty:gem:3, 黄玉
biomesoplenty:gem:4, 坦桑石
biomesoplenty:gem:5, 孔雀石
biomesoplenty:gem:6, 蓝宝石
biomesoplenty:gem:7, 琥珀
biomesoplenty:terrestrial_artifact, 天地宝晶
biomesoplenty:crystal_shard, 仙域水晶碎片
biomesoplenty:biome_essence, 生物群系精华
biomesoplenty:berries, 浆果
biomesoplenty:pear, 梨
biomesoplenty:peach, 桃
biomesoplenty:persimmon, 柿子
biomesoplenty:honeycomb, 空蜂窝
biomesoplenty:filled_honeycomb, 充满的蜂窝
biomesoplenty:shroompowder, 蘑菇粉
biomesoplenty:ricebowl, 米饭
biomesoplenty:blue_dye, 蓝色染料
biomesoplenty:brown_dye, 棕色染料
biomesoplenty:green_dye, 绿色染料
biomesoplenty:white_dye, 白色染料
biomesoplenty:black_dye, 黑色染料
biomesoplenty:earth, BOP图标
microblockcbe:saw_stone, 石手锯
microblockcbe:saw_iron, 铁手锯
microblockcbe:saw_diamond, 钻石手锯
microblockcbe:stone_rod, 石棍
nuclearcraft:ore:0, 铜矿石
nuclearcraft:ore:1, 锡矿石
nuclearcraft:ore:2, 铅矿石
nuclearcraft:ore:3, 钍矿石
nuclearcraft:ore:4, 铀矿石
nuclearcraft:ore:5, 硼矿石
nuclearcraft:ore:6, 锂矿石
nuclearcraft:ore:7, 镁矿石
nuclearcraft:ingot_block:0, 铜块
nuclearcraft:ingot_block:1, 锡块
nuclearcraft:ingot_block:2, 铅块
nuclearcraft:ingot_block:3, 钍块
nuclearcraft:ingot_block:4, 铀块
nuclearcraft:ingot_block:5, 硼块
nuclearcraft:ingot_block:6, 锂块
nuclearcraft:ingot_block:7, 镁块
nuclearcraft:ingot_block:8, 石墨块
nuclearcraft:ingot_block:9, 铍块
nuclearcraft:ingot_block:10, 锆块
nuclearcraft:ingot_block:11, 锰块
nuclearcraft:ingot_block:12, 铝块
nuclearcraft:ingot_block:13, 银块
nuclearcraft:fission_block:0, 裂变反应堆外壳
nuclearcraft:fission_block:1, 防爆方块
nuclearcraft:reactor_casing_transparent, 透明裂变反应堆外壳
nuclearcraft:cell_block, 反应堆单元
nuclearcraft:cooler:0, 空冷却器
nuclearcraft:cooler:1, 水冷却器
nuclearcraft:cooler:2, 红石冷却器
nuclearcraft:cooler:3, 石英冷却器
nuclearcraft:cooler:4, 金冷却器
nuclearcraft:cooler:5, 荧石冷却器
nuclearcraft:cooler:6, 青金石冷却器
nuclearcraft:cooler:7, 钻石冷却器
nuclearcraft:cooler:8, 液氦冷却器
nuclearcraft:cooler:9, 末影冷却器
nuclearcraft:cooler:10, 凛冰冷却器
nuclearcraft:cooler:11, 铁冷却器
nuclearcraft:cooler:12, 绿宝石冷却器
nuclearcraft:cooler:13, 铜冷却器
nuclearcraft:cooler:14, 锡冷却器
nuclearcraft:cooler:15, 镁冷却器
nuclearcraft:reactor_door, 反应堆门
nuclearcraft:reactor_trapdoor, 反应堆活板门
nuclearcraft:block_depleted_thorium, 钍-230块
nuclearcraft:block_depleted_uranium, 铀-238块
nuclearcraft:block_depleted_neptunium, 镎-237块
nuclearcraft:block_depleted_plutonium, 钚-242块
nuclearcraft:block_depleted_americium, 镅-243块
nuclearcraft:block_depleted_curium, 锔-246块
nuclearcraft:block_depleted_berkelium, 锫-247块
nuclearcraft:block_depleted_californium, 锎-252块
nuclearcraft:block_ice, 超冷冰
nuclearcraft:nuclear_furnace_idle, 核熔炉
nuclearcraft:nuclear_furnace_active, 核熔炉
nuclearcraft:manufactory_idle, 小制造机
nuclearcraft:manufactory_active, 小制造机
nuclearcraft:isotope_separator_idle, 同位素分离器
nuclearcraft:isotope_separator_active, 同位素分离器
nuclearcraft:decay_hastener_idle, 衰变加速器
nuclearcraft:decay_hastener_active, 衰变加速器
nuclearcraft:fuel_reprocessor_idle, 燃料处理机
nuclearcraft:fuel_reprocessor_active, 燃料处理机
nuclearcraft:alloy_furnace_idle, 合金炉
nuclearcraft:alloy_furnace_active, 合金炉
nuclearcraft:infuser_idle, 流体注入器
nuclearcraft:infuser_active, 流体注入器
nuclearcraft:melter_idle, 金属熔化机
nuclearcraft:melter_active, 金属熔化机
nuclearcraft:supercooler_idle, 超冷却器
nuclearcraft:supercooler_active, 超冷却器
nuclearcraft:electrolyser_idle, 电解机
nuclearcraft:electrolyser_active, 电解机
nuclearcraft:irradiator_idle, 中子辐照器
nuclearcraft:irradiator_active, 中子辐照器
nuclearcraft:ingot_former_idle, 金属成型机
nuclearcraft:ingot_former_active, 金属成型机
nuclearcraft:pressurizer_idle, 压缩机
nuclearcraft:pressurizer_active, 压缩机
nuclearcraft:chemical_reactor_idle, 化学反应器
nuclearcraft:chemical_reactor_active, 化学反应器
nuclearcraft:salt_mixer_idle, 盐混合器
nuclearcraft:salt_mixer_active, 盐混合器
nuclearcraft:crystallizer_idle, 结晶器
nuclearcraft:crystallizer_active, 结晶器
nuclearcraft:dissolver_idle, 溶解器
nuclearcraft:dissolver_active, 溶解器
nuclearcraft:extractor_idle, 流体提取机
nuclearcraft:extractor_active, 流体提取机
nuclearcraft:centrifuge_idle, 离心机
nuclearcraft:centrifuge_active, 离心机
nuclearcraft:rock_crusher_idle, 碎石机
nuclearcraft:rock_crusher_active, 碎石机
nuclearcraft:machine_interface, 机器接口
nuclearcraft:fission_controller_idle, 裂变控制器（旧式）
nuclearcraft:fission_controller_active, 裂变控制器
nuclearcraft:fission_controller_new_idle, 裂变控制器
nuclearcraft:fission_controller_new_active, 裂变控制器
nuclearcraft:fission_controller_new_fixed, 裂变控制器
nuclearcraft:fission_port, 裂变堆端口
nuclearcraft:fusion_core, 聚变堆核心
nuclearcraft:fusion_dummy_side, 聚变堆核心
nuclearcraft:fusion_dummy_top, 聚变堆核心
nuclearcraft:fusion_connector, 聚变连接器
nuclearcraft:rtg_uranium, 铀RTG
nuclearcraft:rtg_plutonium, 钚RTG
nuclearcraft:rtg_americium, 镅RTG
nuclearcraft:rtg_californium, 锎RTG
nuclearcraft:solar_panel_basic, 基础太阳能板
nuclearcraft:solar_panel_advanced, 高级太阳能板
nuclearcraft:solar_panel_du, 贫铀太阳能板
nuclearcraft:solar_panel_elite, 精英太阳能板
nuclearcraft:decay_generator, 衰变产能器
nuclearcraft:voltaic_pile_basic, 基础伏打电堆
nuclearcraft:voltaic_pile_advanced, 高级伏打电堆
nuclearcraft:voltaic_pile_du, 贫铀伏打电堆
nuclearcraft:voltaic_pile_elite, 精英伏打电堆
nuclearcraft:lithium_ion_battery_basic, 基础锂离子电池
nuclearcraft:lithium_ion_battery_advanced, 高级锂离子电池
nuclearcraft:lithium_ion_battery_du, 贫铀锂离子电池
nuclearcraft:lithium_ion_battery_elite, 精英锂离子电池
nuclearcraft:buffer, 缓存器
nuclearcraft:active_cooler, 液冷器
nuclearcraft:bin, 垃圾桶
nuclearcraft:fusion_electromagnet_idle, 电磁体
nuclearcraft:fusion_electromagnet_active, 电磁体
nuclearcraft:fusion_electromagnet_transparent_idle, 透明聚变电磁体
nuclearcraft:fusion_electromagnet_transparent_active, 透明聚变电磁体
nuclearcraft:salt_fission_controller, 熔融盐裂变控制器
nuclearcraft:salt_fission_wall, 熔盐反应堆外壳
nuclearcraft:salt_fission_glass, 透明熔盐反应堆外壳
nuclearcraft:salt_fission_frame, 熔盐反应堆框架
nuclearcraft:salt_fission_beam, 熔盐反应堆横梁
nuclearcraft:salt_fission_vent, 熔盐反应堆出入口
nuclearcraft:salt_fission_vessel, 熔盐裂变容器
nuclearcraft:salt_fission_heater, 熔盐冷却剂加热器
nuclearcraft:salt_fission_moderator, 熔盐反应堆减速剂外罩
nuclearcraft:salt_fission_distributor, 熔盐燃料分配器
nuclearcraft:salt_fission_retriever, 熔盐枯竭燃料回收器
nuclearcraft:salt_fission_redstone_port, 熔盐反应堆红石接口
nuclearcraft:salt_fission_computer_port, 熔融盐反应堆电脑接口
nuclearcraft:heat_exchanger_controller, 热交换控制器
nuclearcraft:heat_exchanger_wall, 热交换外壳
nuclearcraft:heat_exchanger_glass, 透明热交换外壳
nuclearcraft:heat_exchanger_frame, 热交换框架
nuclearcraft:heat_exchanger_vent, 热交换出入口
nuclearcraft:heat_exchanger_tube_copper, 铜热交换管道
nuclearcraft:heat_exchanger_tube_hard_carbon, 硬碳热交换管道
nuclearcraft:heat_exchanger_tube_thermoconducting, 导热合金热交换管道
nuclearcraft:heat_exchanger_condenser_tube_copper, 铜冷凝管道
nuclearcraft:heat_exchanger_condenser_tube_hard_carbon, 硬碳合金冷凝管道
nuclearcraft:heat_exchanger_condenser_tube_thermoconducting, 导热合金冷凝管道
nuclearcraft:heat_exchanger_computer_port, 热交换器电脑接口
nuclearcraft:turbine_controller, 涡轮机控制器
nuclearcraft:turbine_wall, 涡轮外壳
nuclearcraft:turbine_glass, 透明涡轮外壳
nuclearcraft:turbine_frame, 涡轮机框架
nuclearcraft:turbine_rotor_shaft, 涡轮转子轴
nuclearcraft:turbine_rotor_blade_steel, 钢制涡轮转子叶片
nuclearcraft:turbine_rotor_blade_extreme, 极端合金制涡轮转子叶片
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, 碳化硅CMC涡轮转子叶片
nuclearcraft:turbine_rotor_stator, 涡轮定子
nuclearcraft:turbine_rotor_bearing, 涡轮转子轴承
nuclearcraft:turbine_dynamo_coil:0, 镁制涡轮发电机线圈
nuclearcraft:turbine_dynamo_coil:1, 铍制涡轮发电机线圈
nuclearcraft:turbine_dynamo_coil:2, 铝制涡轮发电机线圈
nuclearcraft:turbine_dynamo_coil:3, 金制涡轮发电机线圈
nuclearcraft:turbine_dynamo_coil:4, 铜制涡轮发电机线圈
nuclearcraft:turbine_dynamo_coil:5, 银制涡轮发电机线圈
nuclearcraft:turbine_inlet, 涡轮流体输入口
nuclearcraft:turbine_outlet, 涡轮流体输出口
nuclearcraft:turbine_computer_port, 蒸汽轮机电脑接口
nuclearcraft:accelerator_electromagnet_idle, 超导电磁体
nuclearcraft:accelerator_electromagnet_active, 超导电磁体
nuclearcraft:electromagnet_supercooler_idle, 超导超冷却器
nuclearcraft:electromagnet_supercooler_active, 超导超冷却器
nuclearcraft:helium_collector, 氦收集器
nuclearcraft:helium_collector_compact, 压缩氦收集器
nuclearcraft:helium_collector_dense, 致密氦收集器
nuclearcraft:cobblestone_generator, 造石机
nuclearcraft:cobblestone_generator_compact, 压缩造石机
nuclearcraft:cobblestone_generator_dense, 致密造石机
nuclearcraft:water_source, 无限水
nuclearcraft:water_source_compact, 压缩无限水
nuclearcraft:water_source_dense, 致密无限水
nuclearcraft:nitrogen_collector, 氮收集器
nuclearcraft:nitrogen_collector_compact, 压缩氮收集器
nuclearcraft:nitrogen_collector_dense, 致密氮收集器
nuclearcraft:radiation_scrubber, 辐射洗涤器
nuclearcraft:geiger_block, 盖革计数器方块
nuclearcraft:glowing_mushroom, 荧光菇
nuclearcraft:dry_earth, 荒地土
nuclearcraft:tritium_lamp, 氚灯
nuclearcraft:ingot:0, 铜锭
nuclearcraft:ingot:1, 锡锭
nuclearcraft:ingot:2, 铅锭
nuclearcraft:ingot:3, 钍锭
nuclearcraft:ingot:4, 铀锭
nuclearcraft:ingot:5, 硼锭
nuclearcraft:ingot:6, 锂锭
nuclearcraft:ingot:7, 镁锭
nuclearcraft:ingot:8, 石墨锭
nuclearcraft:ingot:9, 铍锭
nuclearcraft:ingot:10, 锆锭
nuclearcraft:ingot:11, 锰锭
nuclearcraft:ingot:12, 铝锭
nuclearcraft:ingot:13, 银锭
nuclearcraft:ingot_oxide:0, 氧化钍锭
nuclearcraft:ingot_oxide:1, 氧化铀锭
nuclearcraft:ingot_oxide:2, 氧化锰锭
nuclearcraft:ingot_oxide:3, 二氧化锰锭
nuclearcraft:dust:0, 铜粉
nuclearcraft:dust:1, 锡粉
nuclearcraft:dust:2, 铅粉
nuclearcraft:dust:3, 钍粉
nuclearcraft:dust:4, 铀粉
nuclearcraft:dust:5, 硼粉
nuclearcraft:dust:6, 锂粉
nuclearcraft:dust:7, 镁粉
nuclearcraft:dust:8, 石墨粉
nuclearcraft:dust:9, 铍粉
nuclearcraft:dust:10, 锆粉
nuclearcraft:dust:11, 锰粉
nuclearcraft:dust:12, 铝粉
nuclearcraft:dust:13, 银粉
nuclearcraft:dust_oxide:0, 氧化钍粉
nuclearcraft:dust_oxide:1, 氧化铀粉
nuclearcraft:dust_oxide:2, 氧化锰粉
nuclearcraft:dust_oxide:3, 二氧化锰粉
nuclearcraft:gem:0, 菱锰
nuclearcraft:gem:1, 立方氮化硼
nuclearcraft:gem:2, 氟石
nuclearcraft:gem:3, 氟盐
nuclearcraft:gem:4, 方氟钾石
nuclearcraft:gem:5, 砷化硼
nuclearcraft:gem:6, 硅
nuclearcraft:gem_dust:0, 粉碎钻石
nuclearcraft:gem_dust:1, 粉碎菱锰
nuclearcraft:gem_dust:2, 粉碎石英
nuclearcraft:gem_dust:3, 粉碎黑曜石
nuclearcraft:gem_dust:4, 六方氮化硼
nuclearcraft:gem_dust:5, 粉碎氟石
nuclearcraft:gem_dust:6, 硫
nuclearcraft:gem_dust:7, 粉碎煤
nuclearcraft:gem_dust:8, 粉碎氟盐
nuclearcraft:gem_dust:9, 粉碎方氟钾石
nuclearcraft:gem_dust:10, 粉碎砷
nuclearcraft:gem_dust:11, 粉碎末地石
nuclearcraft:alloy:0, 青铜锭
nuclearcraft:alloy:1, 高强合金
nuclearcraft:alloy:2, 硬碳合金
nuclearcraft:alloy:3, 二硼化镁合金
nuclearcraft:alloy:4, 锂锰氧化物合金
nuclearcraft:alloy:5, 钢锭
nuclearcraft:alloy:6, 硼铁合金
nuclearcraft:alloy:7, 朦胧银合金
nuclearcraft:alloy:8, 锡银合金
nuclearcraft:alloy:9, 铅铂合金
nuclearcraft:alloy:10, 极端合金
nuclearcraft:alloy:11, 导热合金
nuclearcraft:alloy:12, 锆合金
nuclearcraft:alloy:13, 碳化硅锭
nuclearcraft:alloy:14, 碳化硅CMC材料
nuclearcraft:alloy:15, 低合金高强度钢锭
nuclearcraft:compound:0, 硫酸钙
nuclearcraft:compound:1, 水晶黏合剂
nuclearcraft:compound:2, 高能混合物
nuclearcraft:compound:3, 氟化钠
nuclearcraft:compound:4, 氟化钾
nuclearcraft:compound:5, 氢氧化钠
nuclearcraft:compound:6, 氢氧化钾
nuclearcraft:compound:7, 硼砂
nuclearcraft:compound:8, 维度粉
nuclearcraft:compound:9, 碳锰混合物
nuclearcraft:compound:10, 银铝粉
nuclearcraft:part:0, 基础板
nuclearcraft:part:1, 高级板
nuclearcraft:part:2, 枯竭铀板
nuclearcraft:part:3, 精华板
nuclearcraft:part:4, 铜螺线管
nuclearcraft:part:5, 二硼化镁螺线管
nuclearcraft:part:6, 生物塑料
nuclearcraft:part:7, 伺服系统
nuclearcraft:part:8, 电动马达
nuclearcraft:part:9, 线性执行器
nuclearcraft:part:10, 机器框架
nuclearcraft:part:11, 空框架
nuclearcraft:part:12, 钢制框架
nuclearcraft:part:13, 碳化硅纤维
nuclearcraft:upgrade:0, 速度升级
nuclearcraft:upgrade:1, 能量升级
nuclearcraft:tiny_dust_lead, 小撮铅粉
nuclearcraft:fuel_rod, item.nuclearcraft.fuel_rod.name
nuclearcraft:reactor_door_item, 反应堆门
nuclearcraft:thorium:0, 钍-230
nuclearcraft:thorium:1, 氧化钍-230
nuclearcraft:thorium:2, 小撮钍-230
nuclearcraft:thorium:3, 小撮氧化钍-230
nuclearcraft:thorium:4, 钍-232
nuclearcraft:thorium:5, 氧化钍-232
nuclearcraft:thorium:6, 小撮钍-232
nuclearcraft:thorium:7, 小撮氧化钍-232
nuclearcraft:uranium:0, 铀-233
nuclearcraft:uranium:1, 氧化铀-233
nuclearcraft:uranium:2, 小撮铀-233
nuclearcraft:uranium:3, 小撮氧化铀-233
nuclearcraft:uranium:4, 铀-235
nuclearcraft:uranium:5, 氧化铀-235
nuclearcraft:uranium:6, 小撮铀-235
nuclearcraft:uranium:7, 小撮氧化铀-235
nuclearcraft:uranium:8, 铀-238
nuclearcraft:uranium:9, 氧化铀-238
nuclearcraft:uranium:10, 小撮铀-238
nuclearcraft:uranium:11, 小撮氧化铀-238
nuclearcraft:neptunium:0, 镎-236
nuclearcraft:neptunium:1, 氧化镎-236
nuclearcraft:neptunium:2, 小撮镎-236
nuclearcraft:neptunium:3, 小撮氧化镎-236
nuclearcraft:neptunium:4, 镎-237
nuclearcraft:neptunium:5, 氧化镎-237
nuclearcraft:neptunium:6, 小撮镎-237
nuclearcraft:neptunium:7, 小撮氧化镎-237
nuclearcraft:plutonium:0, 钚-238
nuclearcraft:plutonium:1, 氧化钚-238
nuclearcraft:plutonium:2, 小撮钚-238
nuclearcraft:plutonium:3, 小撮氧化钚-238
nuclearcraft:plutonium:4, 钚-239
nuclearcraft:plutonium:5, 氧化钚-239
nuclearcraft:plutonium:6, 小撮钚-239
nuclearcraft:plutonium:7, 小撮氧化钚-239
nuclearcraft:plutonium:8, 钚-241
nuclearcraft:plutonium:9, 氧化钚-241
nuclearcraft:plutonium:10, 小撮钚-241
nuclearcraft:plutonium:11, 小撮氧化钚-241
nuclearcraft:plutonium:12, 钚-242
nuclearcraft:plutonium:13, 氧化钚-242
nuclearcraft:plutonium:14, 小撮钚-242
nuclearcraft:plutonium:15, 小撮氧化钚-242
nuclearcraft:americium:0, 镅-241
nuclearcraft:americium:1, 氧化镅-241
nuclearcraft:americium:2, 小撮镅-241
nuclearcraft:americium:3, 小撮氧化镅-241
nuclearcraft:americium:4, 镅-242
nuclearcraft:americium:5, 氧化镅-242
nuclearcraft:americium:6, 小撮镅-242
nuclearcraft:americium:7, 小撮氧化镅-242
nuclearcraft:americium:8, 镅-243
nuclearcraft:americium:9, 氧化镅-243
nuclearcraft:americium:10, 小撮镅-243
nuclearcraft:americium:11, 小撮氧化镅-243
nuclearcraft:curium:0, 锔-243
nuclearcraft:curium:1, 氧化锔-243
nuclearcraft:curium:2, 小撮锔-243
nuclearcraft:curium:3, 小撮氧化锔-243
nuclearcraft:curium:4, 锔-245
nuclearcraft:curium:5, 氧化锔-245
nuclearcraft:curium:6, 小撮锔-245
nuclearcraft:curium:7, 小撮氧化锔-245
nuclearcraft:curium:8, 锔-246
nuclearcraft:curium:9, 氧化锔-246
nuclearcraft:curium:10, 小撮锔-246
nuclearcraft:curium:11, 小撮氧化锔-246
nuclearcraft:curium:12, 锔-247
nuclearcraft:curium:13, 氧化锔-247
nuclearcraft:curium:14, 小撮锔-247
nuclearcraft:curium:15, 小撮氧化锔-247
nuclearcraft:berkelium:0, 锫-247
nuclearcraft:berkelium:1, 氧化锫-247
nuclearcraft:berkelium:2, 小撮锫-247
nuclearcraft:berkelium:3, 小撮氧化锫-247
nuclearcraft:berkelium:4, 锫-248
nuclearcraft:berkelium:5, 氧化锫-248
nuclearcraft:berkelium:6, 小撮锫-248
nuclearcraft:berkelium:7, 小撮氧化锫-248
nuclearcraft:californium:0, 锎-249
nuclearcraft:californium:1, 氧化锎-249
nuclearcraft:californium:2, 小撮锎-249
nuclearcraft:californium:3, 小撮氧化锎-249
nuclearcraft:californium:4, 锎-250
nuclearcraft:californium:5, 氧化锎-250
nuclearcraft:californium:6, 小撮锎-250
nuclearcraft:californium:7, 小撮氧化锎-250
nuclearcraft:californium:8, 锎-251
nuclearcraft:californium:9, 氧化锎-251
nuclearcraft:californium:10, 小撮锎-251
nuclearcraft:californium:11, 小撮氧化锎-251
nuclearcraft:californium:12, 锎-252
nuclearcraft:californium:13, 氧化锎-252
nuclearcraft:californium:14, 小撮锎-252
nuclearcraft:californium:15, 小撮氧化锎-252
nuclearcraft:fuel_thorium:0, TBU燃料
nuclearcraft:fuel_thorium:1, 氧化TBU燃料
nuclearcraft:fuel_uranium:0, 低密度铀-233燃料
nuclearcraft:fuel_uranium:1, 低密度氧化铀-233燃料
nuclearcraft:fuel_uranium:2, 高密度铀-233燃料
nuclearcraft:fuel_uranium:3, 高密度氧化铀-233燃料
nuclearcraft:fuel_uranium:4, 低密度铀-235燃料
nuclearcraft:fuel_uranium:5, 低密度氧化铀-235燃料
nuclearcraft:fuel_uranium:6, 高密度铀-235燃料
nuclearcraft:fuel_uranium:7, 高密度氧化铀-235燃料
nuclearcraft:fuel_neptunium:0, 低密度镎-236燃料
nuclearcraft:fuel_neptunium:1, 低密度氧化镎-236燃料
nuclearcraft:fuel_neptunium:2, 高密度镎-236燃料
nuclearcraft:fuel_neptunium:3, 高密度氧化镎-236燃料
nuclearcraft:fuel_plutonium:0, 低密度钚-239燃料
nuclearcraft:fuel_plutonium:1, 低密度氧化钚-239燃料
nuclearcraft:fuel_plutonium:2, 高密度钚-239燃料
nuclearcraft:fuel_plutonium:3, 高密度氧化钚-239燃料
nuclearcraft:fuel_plutonium:4, 低密度钚-241燃料
nuclearcraft:fuel_plutonium:5, 低密度氧化钚-241燃料
nuclearcraft:fuel_plutonium:6, 高密度钚-241燃料
nuclearcraft:fuel_plutonium:7, 高密度氧化钚-241燃料
nuclearcraft:fuel_mixed_oxide:0, MOX-239燃料
nuclearcraft:fuel_mixed_oxide:1, MOX-241燃料
nuclearcraft:fuel_americium:0, 低密度镅-242燃料
nuclearcraft:fuel_americium:1, 低密度氧化镅-242燃料
nuclearcraft:fuel_americium:2, 高密度镅-242燃料
nuclearcraft:fuel_americium:3, 高密度氧化镅-242燃料
nuclearcraft:fuel_curium:0, 低密度锔-243燃料
nuclearcraft:fuel_curium:1, 低密度氧化锔-243燃料
nuclearcraft:fuel_curium:2, 高密度锔-243燃料
nuclearcraft:fuel_curium:3, 高密度氧化锔-243燃料
nuclearcraft:fuel_curium:4, 低密度锔-245燃料
nuclearcraft:fuel_curium:5, 低密度氧化锔-245燃料
nuclearcraft:fuel_curium:6, 高密度锔-245燃料
nuclearcraft:fuel_curium:7, 高密度氧化锔-245燃料
nuclearcraft:fuel_curium:8, 低密度锔-247燃料
nuclearcraft:fuel_curium:9, 低密度氧化锔-247燃料
nuclearcraft:fuel_curium:10, 高密度锔-247燃料
nuclearcraft:fuel_curium:11, 高密度氧化锔-247燃料
nuclearcraft:fuel_berkelium:0, 低密度锫-248燃料
nuclearcraft:fuel_berkelium:1, 低密度氧化锫-248燃料
nuclearcraft:fuel_berkelium:2, 高密度锫-248燃料
nuclearcraft:fuel_berkelium:3, 高密度氧化锫-248燃料
nuclearcraft:fuel_californium:0, 低密度锎-249燃料
nuclearcraft:fuel_californium:1, 低密度氧化锎-249燃料
nuclearcraft:fuel_californium:2, 高密度锎-249燃料
nuclearcraft:fuel_californium:3, 高密度氧化锎-249燃料
nuclearcraft:fuel_californium:4, 低密度锎-251燃料
nuclearcraft:fuel_californium:5, 低密度氧化锎-251燃料
nuclearcraft:fuel_californium:6, 高密度锎-251燃料
nuclearcraft:fuel_californium:7, 高密度氧化锎-251燃料
nuclearcraft:depleted_fuel_thorium:0, 枯竭TBU燃料
nuclearcraft:depleted_fuel_thorium:1, 枯竭氧化TBU燃料
nuclearcraft:depleted_fuel_uranium:0, 枯竭低密度铀-233燃料
nuclearcraft:depleted_fuel_uranium:1, 枯竭低密度氧化铀-233燃料
nuclearcraft:depleted_fuel_uranium:2, 枯竭高密度铀-233燃料
nuclearcraft:depleted_fuel_uranium:3, 枯竭高密度氧化铀-233燃料
nuclearcraft:depleted_fuel_uranium:4, 枯竭低密度铀-235燃料
nuclearcraft:depleted_fuel_uranium:5, 枯竭低密度氧化铀-235燃料
nuclearcraft:depleted_fuel_uranium:6, 枯竭高密度铀-235燃料
nuclearcraft:depleted_fuel_uranium:7, 枯竭高密度氧化铀-235燃料
nuclearcraft:depleted_fuel_neptunium:0, 枯竭低密度镎-236燃料
nuclearcraft:depleted_fuel_neptunium:1, 枯竭低密度氧化镎-236燃料
nuclearcraft:depleted_fuel_neptunium:2, 枯竭高密度镎-236燃料
nuclearcraft:depleted_fuel_neptunium:3, 枯竭高密度氧化镎-236燃料
nuclearcraft:depleted_fuel_plutonium:0, 枯竭低密度钚-239燃料
nuclearcraft:depleted_fuel_plutonium:1, 枯竭低密度氧化钚-239燃料
nuclearcraft:depleted_fuel_plutonium:2, 枯竭高密度钚-239燃料
nuclearcraft:depleted_fuel_plutonium:3, 枯竭高密度氧化钚-239燃料
nuclearcraft:depleted_fuel_plutonium:4, 枯竭低密度钚-241燃料
nuclearcraft:depleted_fuel_plutonium:5, 枯竭低密度氧化钚-241燃料
nuclearcraft:depleted_fuel_plutonium:6, 枯竭高密度钚-241燃料
nuclearcraft:depleted_fuel_plutonium:7, 枯竭高密度氧化钚-241燃料
nuclearcraft:depleted_fuel_mixed_oxide:0, 枯竭MOX-239燃料
nuclearcraft:depleted_fuel_mixed_oxide:1, 枯竭MOX-241燃料
nuclearcraft:depleted_fuel_americium:0, 枯竭低密度镅-242燃料
nuclearcraft:depleted_fuel_americium:1, 枯竭高密度氧化镅-242燃料
nuclearcraft:depleted_fuel_americium:2, 枯竭高密度镅-242燃料
nuclearcraft:depleted_fuel_americium:3, 枯竭高密度氧化镅-242 燃料
nuclearcraft:depleted_fuel_curium:0, 枯竭低密度锔-243燃料
nuclearcraft:depleted_fuel_curium:1, 枯竭低密度氧化锔-243燃料
nuclearcraft:depleted_fuel_curium:2, 枯竭高密度锔-243燃料
nuclearcraft:depleted_fuel_curium:3, 枯竭高密度氧化锔-243燃料
nuclearcraft:depleted_fuel_curium:4, 枯竭低密度锔-245燃料
nuclearcraft:depleted_fuel_curium:5, 枯竭低密度氧化锔-245燃料
nuclearcraft:depleted_fuel_curium:6, 枯竭高密度锔-245燃料
nuclearcraft:depleted_fuel_curium:7, 枯竭高密度氧化锔-245燃料
nuclearcraft:depleted_fuel_curium:8, 枯竭低密度锔-247燃料
nuclearcraft:depleted_fuel_curium:9, 枯竭低密度氧化锔-247燃料
